# x0 = y0, u0, v0, t, x, u, v, delta0.05,	0.05,	0.05,	2.2262,	0.0137983,	-0.0406399,	0.0452796,	1.86803e-07
0.05,	0.27,	0.11,	2.8575,	0.0170719,	-0.225245,	0.225245,	2.50954e-07
0.05,	0.28,	0.11,	7.90576,	0.0570683,	-0.226941,	0.226941,	1.74455e-07
0.05,	0.29,	0.11,	2.08049,	0.0124258,	-0.225167,	0.225167,	5.13001e-07
0.05,	0.3,	0.11,	7.4182,	0.0444924,	-0.226208,	0.226208,	5.43542e-07
0.05,	0.31,	0.11,	7.47463,	0.143338,	0.174375,	-0.28277,	0.0462765
0.05,	0.32,	0.11,	6.25188,	0.0626587,	-0.166125,	0.00602865,	0.155927
0.05,	0.33,	0.11,	6.28201,	0.0346779,	-0.358315,	0.169625,	0.0344205
0.05,	0.34,	0.11,	2.00072,	0.0100064,	-0.384883,	0.16296,	0.0145689
0.05,	0.35,	0.11,	9.26776,	0.0670932,	-0.227659,	0.227659,	9.38955e-08
0.05,	0.36,	0.11,	10.7615,	0.0985737,	-0.230713,	0.230713,	1.85738e-08
0.05,	0.37,	0.11,	8,	0.05,	-0.37,	0.11,	0.55541
0.05,	0.38,	0.11,	9.45132,	0.627854,	1.05978,	-4.79137,	0
0.05,	0.39,	0.11,	8,	0.05,	-0.39,	0.11,	0.679535
0.05,	0.4,	0.11,	8.11309,	0.0512093,	-0.42144,	0.00239,	0.102686
0.05,	0.41,	0.11,	9.56737,	0.0606106,	-0.424804,	0.00235416,	0.0753145
0.05,	0.42,	0.11,	7.60271,	0.0398058,	-0.463811,	0.00226237,	0.0687228
0.05,	0.43,	0.11,	7.69672,	0.118577,	-0.10699,	0.387526,	5.75465e-07
0.05,	0.44,	0.11,	7.07927,	0.0924841,	-0.0706265,	0.433563,	1.18224e-06
0.05,	0.45,	0.11,	8.50824,	0.0753927,	-0.237234,	0.471821,	0.296292
0.05,	0.46,	0.11,	9.58368,	0.127442,	-0.0655007,	0.519863,	0.572962
0.05,	0.47,	0.11,	5.52519,	0.0286706,	-0.519887,	0.124811,	0.418663
0.05,	0.48,	0.11,	8,	0.05,	-0.48,	0.11,	0.422237
0.05,	0.49,	0.11,	7.31434,	0.0738435,	-0.267329,	0.419209,	1.33441e-06
0.05,	0.05,	0.12,	2.23749,	0.0125987,	-0.117127,	0.129894,	1.96995e-07
0.05,	0.06,	0.12,	8.07401,	0.0537525,	-0.136981,	0.0140854,	3.10892e-07
0.05,	0.07,	0.12,	2.10919,	0.0118837,	-0.122487,	0.124316,	6.00039e-07
0.05,	0.08,	0.12,	2.02194,	0.0136959,	-0.0288884,	0.115248,	3.92762e-07
0.05,	0.09,	0.12,	8.76895,	0.0604128,	-0.0465736,	0.100261,	5.46711e-07
0.05,	0.1,	0.12,	2.00743,	0.0134592,	-0.0199529,	0.125661,	5.84407e-08
0.05,	0.11,	0.12,	2.00476,	0.0118973,	-0.197171,	0.0585159,	0.0473462
0.05,	0.12,	0.12,	2.11134,	0.00888549,	-0.28519,	0.180784,	0.00618913
0.05,	0.13,	0.12,	8.15682,	0.0366379,	-0.225843,	0.225843,	2.25511e-07
0.05,	0.14,	0.12,	2.03151,	0.00953213,	-0.291559,	0.0809727,	0.015078
0.05,	0.15,	0.12,	8.3044,	0.037305,	-0.225871,	0.225872,	9.9758e-08
0.05,	0.16,	0.12,	6.62863,	0.0297423,	-0.225582,	0.225582,	4.06025e-08
0.05,	0.17,	0.12,	6.5331,	0.0431224,	-0.0249433,	0.172462,	0.292779
0.05,	0.18,	0.12,	2.00416,	0.01591,	-0.0264319,	0.0481909,	1.65994e-07
0.05,	0.19,	0.12,	6.05413,	0.0414028,	-0.194169,	0.00527299,	0.184863
0.05,	0.2,	0.12,	8.9728,	0.0461444,	-0.226294,	0.226292,	3.02136e-07
0.05,	0.21,	0.12,	8.00022,	0.0509503,	-0.191729,	0.146676,	1.40324e-07
0.05,	0.22,	0.12,	8.02381,	0.0492838,	-0.22068,	0.130316,	5.9105e-07
0.05,	0.23,	0.12,	8,	0.05,	-0.23,	0.12,	0.277458
0.05,	0.24,	0.12,	8,	0.05,	-0.24,	0.12,	0.51986
0.05,	0.25,	0.12,	2.06063,	0.0123071,	-0.225165,	0.225165,	6.0439e-07
0.05,	0.26,	0.12,	4.13393,	0.024716,	-0.225426,	0.225426,	9.03147e-08
0.05,	0.27,	0.12,	3.30549,	0.0197529,	-0.225301,	0.225301,	5.16685e-08
0.05,	0.28,	0.12,	2.09137,	0.0124908,	-0.225168,	0.225168,	3.17817e-07
0.05,	0.29,	0.12,	10.6514,	0.0642016,	-0.22744,	0.22744,	3.65095e-08
0.05,	0.3,	0.12,	8,	0.05,	-0.3,	0.12,	0.583778
0.05,	0.31,	0.12,	5.14801,	0.0699289,	0.0289694,	-0.122174,	6.17392e-08
0.05,	0.32,	0.12,	7.41411,	0.0744816,	-0.168201,	0.00594996,	0.17631
0.05,	0.33,	0.12,	9.15069,	0.0662279,	-0.227593,	0.227593,	5.25188e-08
0.05,	0.34,	0.12,	8,	0.05,	-0.34,	0.12,	0.193744
0.05,	0.35,	0.12,	9.30662,	0.0673805,	-0.227682,	0.227682,	2.35949e-08
0.05,	0.36,	0.12,	808.059,	2.72806,	-1.34365,	37.0312,	0
0.05,	0.37,	0.12,	8,	0.05,	-0.37,	0.12,	0.590685
0.05,	0.38,	0.12,	66.6022,	4.31407,	13.0897,	-21.8477,	0
0.05,	0.39,	0.12,	7.80221,	0.0310866,	-0.52075,	0.0340271,	3.31787e-07
0.05,	0.4,	0.12,	8.96927,	0.052424,	-0.44234,	0.00228826,	0.0710736
0.05,	0.41,	0.12,	12.619,	0.0800425,	-0.437109,	0.0141973,	1.10581e-05
0.05,	0.42,	0.12,	8.7919,	0.0453625,	-0.470418,	0.00212583,	0.0393756
0.05,	0.43,	0.12,	7.74703,	0.0701738,	-0.227904,	0.227904,	1.45148e-07
0.05,	0.44,	0.12,	8.06335,	0.155385,	-0.132017,	0.307038,	2.58491e-07
0.05,	0.45,	0.12,	8.01322,	0.13593,	-0.144014,	0.347318,	2.92838e-07
0.05,	0.46,	0.12,	9.74571,	0.120367,	-0.233568,	0.233568,	1.26913e-07
0.05,	0.47,	0.12,	8.17874,	0.0999523,	-0.230875,	0.230875,	1.15971e-07
0.05,	0.48,	0.12,	8.30834,	0.101616,	-0.231074,	0.231074,	3.52342e-07
0.05,	0.49,	0.12,	7.85975,	0.104307,	-0.215428,	0.385052,	5.02491e-07
0.05,	0.05,	0.13,	2.23436,	0.0125725,	-0.11415,	0.133038,	1.2169e-07
0.05,	0.06,	0.13,	4.36507,	0.0218368,	-0.0516021,	0.228284,	2.94255e-07
0.05,	0.07,	0.13,	2.8254,	0.018665,	-0.0095459,	0.138519,	3.38242e-07
0.05,	0.08,	0.13,	7.91234,	0.0448644,	-0.00433849,	0.237926,	0.220868
0.05,	0.09,	0.13,	2.00098,	0.00928438,	-0.19761,	0.234821,	0.00329851
0.05,	0.1,	0.13,	2.80197,	0.0125271,	-0.226459,	0.224741,	0.000165615
0.05,	0.11,	0.13,	8.11183,	0.0364346,	-0.225835,	0.225835,	4.18853e-07
0.05,	0.12,	0.13,	8.19088,	0.0367918,	-0.22585,	0.22585,	8.59793e-08
0.05,	0.13,	0.13,	7.07679,	0.0317622,	-0.225653,	0.225653,	6.9004e-08
0.05,	0.14,	0.13,	8.53164,	0.0383327,	-0.225916,	0.225916,	3.31873e-08
0.05,	0.15,	0.13,	6.89585,	0.0387143,	-0.00444091,	0.240472,	0.203523
0.05,	0.16,	0.13,	2.00082,	0.010684,	-0.021763,	0.256763,	0.0854283
0.05,	0.17,	0.13,	6.70263,	0.0300757,	-0.225594,	0.225594,	1.61924e-07
0.05,	0.18,	0.13,	2.04702,	0.0188648,	-0.0642026,	0.0772792,	3.49675e-08
0.05,	0.19,	0.13,	8.24557,	0.0523306,	-0.300989,	0.00451066,	0.149369
0.05,	0.2,	0.13,	8.20354,	0.0485669,	-0.24012,	0.12498,	2.69772e-07
0.05,	0.21,	0.13,	7.90371,	0.0481233,	-0.226507,	0.126973,	3.56564e-07
0.05,	0.22,	0.13,	8,	0.05,	-0.22,	0.13,	0.174595
0.05,	0.23,	0.13,	8,	0.05,	-0.23,	0.13,	0.414808
0.05,	0.24,	0.13,	9.82984,	0.0591645,	-0.227081,	0.227081,	1.4332e-07
0.05,	0.25,	0.13,	2.00615,	0.0143799,	-0.225196,	0.225197,	1.66359e-07
0.05,	0.26,	0.13,	9.6823,	0.0582622,	-0.22702,	0.22702,	2.23013e-08
0.05,	0.27,	0.13,	2.12341,	0.0133792,	-0.26432,	0.14339,	0.0132
0.05,	0.28,	0.13,	8.04755,	0.0483065,	-0.22641,	0.22641,	1.12321e-07
0.05,	0.29,	0.13,	9.40825,	0.0565879,	-0.22691,	0.226909,	4.21361e-08
0.05,	0.3,	0.13,	8,	0.05,	-0.3,	0.13,	0.636886
0.05,	0.31,	0.13,	6.16816,	0.0623461,	-0.159841,	0.00639723,	0.151227
0.05,	0.32,	0.13,	2.03036,	0.0110958,	-0.31951,	0.233585,	0.00534087
0.05,	0.33,	0.13,	7.89069,	0.0569578,	-0.226934,	0.226934,	4.56676e-07
0.05,	0.34,	0.13,	8.1148,	0.0586013,	-0.227043,	0.227043,	4.19749e-07
0.05,	0.35,	0.13,	8,	0.05,	-0.35,	0.13,	0.332039
0.05,	0.36,	0.13,	5.54258,	0.0299707,	-0.376605,	0.137669,	0.0410336
0.05,	0.37,	0.13,	6.23768,	-1.14126,	-0.53821,	15.687,	0
0.05,	0.38,	0.13,	8.29458,	-0.635453,	-3.30267,	2.57224,	0
0.05,	0.39,	0.13,	10.805,	0.0439357,	-0.517677,	0.105948,	5.86497e-07
0.05,	0.4,	0.13,	8.25206,	0.0748666,	-0.2283,	0.2283,	1.81506e-07
0.05,	0.41,	0.13,	9.41916,	0.0565313,	-0.437447,	0.00229019,	0.0673042
0.05,	0.42,	0.13,	7.79588,	0.0706267,	-0.227941,	0.227941,	1.60949e-07
0.05,	0.43,	0.13,	6.27644,	0.0714382,	-0.0386402,	0.462035,	6.55974e-07
0.05,	0.44,	0.13,	9.36684,	0.0439262,	-0.492924,	0.00881579,	9.78573e-07
0.05,	0.45,	0.13,	2.03147,	0.0242904,	-0.225414,	0.225414,	5.99757e-08
0.05,	0.46,	0.13,	8.76626,	0.107528,	-0.23181,	0.23181,	9.34964e-08
0.05,	0.47,	0.13,	6.43872,	0.0492028,	-0.420107,	0.34443,	1.38418e-06
0.05,	0.48,	0.13,	7.52485,	0.082979,	-0.25155,	0.409404,	1.21928e-06
0.05,	0.49,	0.13,	2.88383,	0.0345301,	-0.225758,	0.225758,	6.56657e-09
0.05,	0.05,	0.14,	4.31655,	0.029875,	-0.0710298,	0.0707944,	0.000247917
0.05,	0.06,	0.14,	2.00881,	0.0138184,	-0.0495405,	0.0923865,	4.30635e-08
0.05,	0.07,	0.14,	8.62503,	0.0598202,	-0.0825788,	0.0630951,	1.45106e-07
0.05,	0.08,	0.14,	2.98961,	0.0222288,	-0.134202,	0.00931655,	0.0616219
0.05,	0.09,	0.14,	2.0096,	0.008532,	-0.303921,	0.140854,	0.00874963
0.05,	0.1,	0.14,	8.11368,	0.0364429,	-0.225835,	0.225835,	3.0568e-07
0.05,	0.11,	0.14,	8.04133,	0.0361159,	-0.225822,	0.225822,	4.58132e-08
0.05,	0.12,	0.14,	12.1262,	0.0546746,	-0.226787,	0.226787,	1.86987e-07
0.05,	0.13,	0.14,	5.27249,	0.0236396,	-0.225397,	0.225397,	1.21564e-07
0.05,	0.14,	0.14,	5.96313,	0.0322582,	-0.00406437,	0.254596,	0.161021
0.05,	0.15,	0.14,	2.00221,	0.0101927,	-0.0140155,	0.274749,	0.065597
0.05,	0.16,	0.14,	6.03745,	0.0270803,	-0.225496,	0.225496,	4.9634e-08
0.05,	0.17,	0.14,	4.16703,	0.0279861,	-0.0298067,	0.161816,	0.276737
0.05,	0.18,	0.14,	7.83173,	0.0469975,	-0.226339,	0.226339,	2.80294e-07
0.05,	0.19,	0.14,	8.23277,	0.0491505,	-0.235765,	0.126441,	1.96473e-07
0.05,	0.2,	0.14,	5.62014,	0.0209953,	-0.346982,	0.213856,	1.42803e-07
0.05,	0.21,	0.14,	7.47479,	0.0483739,	-0.174425,	0.156211,	2.11908e-07
0.05,	0.22,	0.14,	8,	0.05,	-0.22,	0.14,	0.324428
0.05,	0.23,	0.14,	8.07803,	0.0243097,	-0.204773,	0.537165,	1.57635e-07
0.05,	0.24,	0.14,	2.0592,	0.00898239,	-0.0176778,	0.404041,	0.0238519
0.05,	0.25,	0.14,	7.55723,	0.0453341,	-0.226251,	0.226251,	5.50759e-07
0.05,	0.26,	0.14,	8,	0.05,	-0.26,	0.14,	0.348256
0.05,	0.27,	0.14,	10.7187,	0.0646151,	-0.227471,	0.227471,	3.95717e-07
0.05,	0.28,	0.14,	2.04445,	0.0122104,	-0.225164,	0.225164,	3.47882e-09
0.05,	0.29,	0.14,	8.6899,	0.0522097,	-0.226636,	0.226636,	1.56291e-07
0.05,	0.3,	0.14,	7.57397,	0.0922412,	0.229999,	-0.229999,	8.66835e-08
0.05,	0.31,	0.14,	6.55301,	0.0661583,	-0.162589,	0.00615346,	0.159316
0.05,	0.32,	0.14,	4.61753,	0.0258498,	-0.319513,	0.225304,	0.0117767
0.05,	0.33,	0.14,	2.00249,	0.00983706,	-0.397137,	0.143896,	0.0121488
0.05,	0.34,	0.14,	7.83617,	0.0565584,	-0.226907,	0.226908,	3.8304e-07
0.05,	0.35,	0.14,	8,	0.05,	-0.35,	0.14,	0.41867
0.05,	0.36,	0.14,	9.64126,	0.0879032,	-0.229539,	0.229539,	5.44471e-08
0.05,	0.37,	0.14,	76.0014,	10.3559,	26.69,	-66.0373,	0
0.05,	0.38,	0.14,	7.38012,	0.0849921,	-0.169404,	0.110692,	0.361236
0.05,	0.39,	0.14,	10.2455,	0.0640058,	-0.430639,	0.00232276,	0.0562454
0.05,	0.4,	0.14,	10.2294,	0.0531176,	-0.473821,	0.00211088,	0.00449024
0.05,	0.41,	0.14,	10.4965,	0.0642002,	-0.436722,	0.00230623,	0.0447539
0.05,	0.42,	0.14,	9.26821,	0.0638416,	-0.402633,	0.00248687,	0.094413
0.05,	0.43,	0.14,	8.22766,	0.0630128,	-0.371443,	0.00269223,	0.117216
0.05,	0.44,	0.14,	7.91802,	0.159366,	-0.101411,	0.300934,	3.83723e-07
0.05,	0.45,	0.14,	8.6378,	0.105864,	-0.231598,	0.231598,	4.71653e-08
0.05,	0.46,	0.14,	7.61029,	0.092702,	-0.230049,	0.230049,	4.35931e-07
0.05,	0.47,	0.14,	8,	0.05,	-0.47,	0.14,	0.439384
0.05,	0.48,	0.14,	7.77789,	0.0931874,	-0.29017,	0.359554,	3.93259e-07
0.05,	0.49,	0.14,	8.38259,	0.102571,	-0.231189,	0.231189,	8.78364e-08
0.05,	0.05,	0.15,	8.72999,	0.0604886,	-0.0590227,	0.0869271,	6.14426e-08
0.05,	0.06,	0.15,	2.01295,	0.0159744,	-0.0250077,	0.0496412,	5.50817e-08
0.05,	0.07,	0.15,	8,	0.05,	-0.07,	0.15,	0.256644
0.05,	0.08,	0.15,	8.0935,	0.0415839,	-0.226065,	0.226064,	4.35225e-07
0.05,	0.09,	0.15,	8,	0.05,	-0.09,	0.15,	0.224135
0.05,	0.1,	0.15,	2.00202,	0.00896629,	-0.225125,	0.225127,	3.95163e-05
0.05,	0.11,	0.15,	2.04528,	0.00887562,	-0.25668,	0.204663,	0.00703588
0.05,	0.12,	0.15,	3.52513,	0.0216557,	-0.231706,	0.103829,	5.30816e-07
0.05,	0.13,	0.15,	6.72439,	0.0363862,	-0.00395099,	0.254848,	0.168822
0.05,	0.14,	0.15,	3.32241,	0.0176313,	-0.00452669,	0.260537,	0.124872
0.05,	0.15,	0.15,	6.07811,	0.0443031,	-0.150149,	0.0147492,	0.142585
0.05,	0.16,	0.15,	2.00189,	0.0156495,	-0.0603922,	0.114144,	0.0633957
0.05,	0.17,	0.15,	7.6968,	0.0461796,	-0.226295,	0.226295,	5.83965e-08
0.05,	0.18,	0.15,	8.21605,	0.0497686,	-0.227976,	0.128917,	4.10585e-07
0.05,	0.19,	0.15,	7.55042,	0.0472898,	-0.210091,	0.131887,	4.74447e-07
0.05,	0.2,	0.15,	8.01218,	0.0509564,	-0.193157,	0.145771,	2.14954e-07
0.05,	0.21,	0.15,	8,	0.05,	-0.21,	0.15,	0.251446
0.05,	0.22,	0.15,	10.7787,	0.0435891,	-0.1078,	0.51829,	1.2956e-05
0.05,	0.23,	0.15,	5.38189,	0.0295299,	-0.00289907,	0.345257,	0.111029
0.05,	0.24,	0.15,	8.40216,	0.0774314,	-0.100879,	0.0491345,	6.97298e-08
0.05,	0.25,	0.15,	8.03804,	0.0549786,	-0.00368275,	0.278694,	0.242198
0.05,	0.26,	0.15,	7.91567,	0.0475065,	-0.226367,	0.226367,	3.72187e-07
0.05,	0.27,	0.15,	2.61465,	0.0156495,	-0.228761,	0.220776,	0.00195271
0.05,	0.28,	0.15,	12.6288,	0.0764248,	-0.228437,	0.228437,	6.60533e-08
0.05,	0.29,	0.15,	8,	0.05,	-0.29,	0.15,	0.617893
0.05,	0.3,	0.15,	6.52342,	0.0655115,	-0.165605,	0.00604153,	0.160202
0.05,	0.31,	0.15,	2.73384,	0.0178706,	-0.251899,	0.238515,	0.00202547
0.05,	0.32,	0.15,	9.88881,	0.0716954,	-0.22803,	0.22803,	2.06984e-08
0.05,	0.33,	0.15,	7.96241,	0.0574835,	-0.226968,	0.226968,	1.42272e-07
0.05,	0.34,	0.15,	8,	0.05,	-0.34,	0.15,	0.275026
0.05,	0.35,	0.15,	10.8599,	0.0789354,	-0.228664,	0.228664,	4.4953e-08
0.05,	0.36,	0.15,	8.04221,	0.109344,	-0.0297193,	0.134169,	5.08538e-07
0.05,	0.37,	0.15,	8.56443,	-0.823238,	-4.15382,	2.94089,	0
0.05,	0.38,	0.15,	8.7676,	0.0175384,	-0.372018,	0.670524,	0.604744
0.05,	0.39,	0.15,	7.6527,	0.0692997,	-0.227834,	0.227834,	1.28454e-07
0.05,	0.4,	0.15,	7.31017,	0.0661321,	-0.227585,	0.227585,	2.2491e-08
0.05,	0.41,	0.15,	4.26359,	0.05122,	-0.226577,	0.226577,	3.11515e-07
0.05,	0.42,	0.15,	7.48472,	0.067745,	-0.22771,	0.22771,	2.87969e-07
0.05,	0.43,	0.15,	8.26151,	0.0680423,	-0.0703085,	0.550355,	0.194941
0.05,	0.44,	0.15,	8.13456,	0.130305,	-0.206173,	0.334104,	1.75014e-07
0.05,	0.45,	0.15,	7.84051,	0.136418,	-0.103601,	0.351739,	3.57608e-07
0.05,	0.46,	0.15,	8,	0.05,	-0.46,	0.15,	0.531836
0.05,	0.47,	0.15,	7.72833,	0.0942015,	-0.230214,	0.230214,	2.47584e-07
0.05,	0.48,	0.15,	7.67314,	0.102563,	-0.154976,	0.411699,	1.04942e-06
0.05,	0.49,	0.15,	5.42261,	0.0653934,	-0.227529,	0.227529,	1.31852e-07
0.05,	0.05,	0.16,	8.06315,	0.0533563,	-0.0102371,	0.141733,	2.65531e-07
0.05,	0.06,	0.16,	8.96642,	0.0573496,	-0.296036,	0.0711701,	0.17227
0.05,	0.07,	0.16,	8,	0.05,	-0.07,	0.16,	0.215313
0.05,	0.08,	0.16,	9.36421,	0.0547899,	-0.443362,	0.0022755,	0.0624817
0.05,	0.09,	0.16,	7.77585,	0.0349167,	-0.225773,	0.225773,	8.26515e-08
0.05,	0.1,	0.16,	3.57151,	0.0186171,	-0.00397745,	0.267161,	0.113749
0.05,	0.11,	0.16,	8.16931,	0.0486997,	-0.154332,	0.152969,	0.228859
0.05,	0.12,	0.16,	3.56183,	0.0255571,	-0.225451,	0.22545,	3.50762e-07
0.05,	0.13,	0.16,	7.42089,	0.0848406,	0.224935,	-0.0301388,	0.123971
0.05,	0.14,	0.16,	10.0995,	0.0454394,	-0.226256,	0.226256,	4.24873e-07
0.05,	0.15,	0.16,	2.0236,	0.0183193,	-0.0311624,	0.112853,	2.70476e-07
0.05,	0.16,	0.16,	2.21965,	0.0132576,	-0.225179,	0.225179,	7.14359e-08
0.05,	0.17,	0.16,	8.18097,	0.0505572,	-0.215821,	0.133826,	1.4375e-07
0.05,	0.18,	0.16,	8.42657,	0.0507226,	-0.23046,	0.129818,	4.41481e-07
0.05,	0.19,	0.16,	8.95793,	0.0564756,	-0.189785,	0.157065,	4.50696e-07
0.05,	0.2,	0.16,	8.00629,	0.0507306,	-0.197103,	0.143055,	1.49005e-07
0.05,	0.21,	0.16,	8.16004,	0.0419286,	-0.22608,	0.226081,	1.28559e-07
0.05,	0.22,	0.16,	5.56067,	0.0303916,	-0.00413893,	0.346585,	0.109236
0.05,	0.23,	0.16,	7.40042,	0.0682937,	-0.0537402,	0.0939295,	6.35517e-07
0.05,	0.24,	0.16,	4.96047,	0.0296762,	-0.22558,	0.22558,	1.51895e-07
0.05,	0.25,	0.16,	8,	0.05,	-0.25,	0.16,	0.312637
0.05,	0.26,	0.16,	8.09837,	0.048615,	-0.226428,	0.226428,	4.65027e-07
0.05,	0.27,	0.16,	10.5031,	0.0632907,	-0.227373,	0.227373,	1.31824e-07
0.05,	0.28,	0.16,	8,	0.05,	-0.28,	0.16,	0.538462
0.05,	0.29,	0.16,	7.28887,	0.11819,	0.0053991,	-0.185301,	0.277193
0.05,	0.3,	0.16,	7.75425,	0.0721385,	-0.214588,	0.00466326,	0.191891
0.05,	0.31,	0.16,	8.26405,	0.0596971,	-0.227117,	0.227118,	2.18019e-07
0.05,	0.32,	0.16,	8.2875,	0.0598692,	-0.22713,	0.22713,	9.48708e-08
0.05,	0.33,	0.16,	7.52467,	0.0542783,	-0.226762,	0.226762,	7.47927e-08
0.05,	0.34,	0.16,	8,	0.05,	-0.34,	0.16,	0.39285
0.05,	0.35,	0.16,	8.42612,	0.060888,	-0.2272,	0.227201,	1.41078e-07
0.05,	0.36,	0.16,	14.795,	-0.564422,	-1.82985,	4.82715,	0
0.05,	0.37,	0.16,	8.99421,	-0.00252987,	-0.698514,	0.197879,	0.680919
0.05,	0.38,	0.16,	6.70522,	0.0605602,	-0.227178,	0.227178,	3.4006e-07
0.05,	0.39,	0.16,	7.84362,	0.0710695,	-0.227978,	0.227978,	4.8092e-08
0.05,	0.4,	0.16,	7.46502,	0.0675629,	-0.227696,	0.227696,	2.92219e-08
0.05,	0.41,	0.16,	8.12698,	0.0737022,	-0.228199,	0.228199,	1.65788e-08
0.05,	0.42,	0.16,	6.74715,	0.0713077,	-0.110758,	0.473627,	1.85423e-06
0.05,	0.43,	0.16,	10.712,	0.0447238,	-0.515095,	0.0889898,	4.32954e-06
0.05,	0.44,	0.16,	7.6541,	0.0932582,	-0.23011,	0.23011,	2.27103e-08
0.05,	0.45,	0.16,	8.13186,	0.141413,	-0.170473,	0.326745,	1.99553e-07
0.05,	0.46,	0.16,	8,	0.05,	-0.46,	0.16,	0.480044
0.05,	0.47,	0.16,	7.74724,	0.0970154,	-0.217946,	0.398851,	6.20058e-08
0.05,	0.48,	0.16,	8.65977,	0.106148,	-0.231634,	0.231634,	5.12326e-08
0.05,	0.49,	0.16,	7.66119,	0.0933483,	-0.23012,	0.23012,	3.20313e-07
0.05,	0.05,	0.17,	2.25651,	0.012702,	-0.224897,	0.0546075,	0.0362814
0.05,	0.06,	0.17,	10.2871,	0.0568877,	-0.258464,	0.146334,	2.13466e-06
0.05,	0.07,	0.17,	2.01217,	0.00844152,	-0.298254,	0.160329,	0.00700461
0.05,	0.08,	0.17,	8,	0.05,	-0.08,	0.17,	0.29052
0.05,	0.09,	0.17,	7.88316,	0.0433402,	-0.00492338,	0.249305,	0.192535
0.05,	0.1,	0.17,	4.04567,	0.0205976,	-0.00374147,	0.275522,	0.101174
0.05,	0.11,	0.17,	2.00027,	0.0098313,	-0.012877,	0.286989,	0.0459298
0.05,	0.12,	0.17,	7.21439,	0.137117,	0.0266428,	-0.32966,	5.93084e-07
0.05,	0.13,	0.17,	5.46863,	0.0245214,	-0.225421,	0.225421,	5.40283e-07
0.05,	0.14,	0.17,	2.00004,	0.0103456,	-0.403013,	0.0729923,	0.017776
0.05,	0.15,	0.17,	2.01519,	0.0185145,	-0.0530041,	0.0888974,	3.21532e-08
0.05,	0.16,	0.17,	8.1428,	0.0513106,	-0.201076,	0.141641,	2.54768e-07
0.05,	0.17,	0.17,	7.96157,	0.0509806,	-0.185103,	0.151283,	5.93452e-07
0.05,	0.18,	0.17,	7.95777,	0.0510661,	-0.181604,	0.15404,	5.23309e-07
0.05,	0.19,	0.17,	8.00969,	0.0511522,	-0.188158,	0.149356,	1.67792e-07
0.05,	0.2,	0.17,	3.69064,	0.0245382,	-0.143124,	0.167211,	6.41093e-07
0.05,	0.21,	0.17,	2.00103,	0.0179337,	-0.225262,	0.225262,	1.55176e-07
0.05,	0.22,	0.17,	2.00427,	0.00832326,	-0.0161086,	0.416022,	0.0266913
0.05,	0.23,	0.17,	4.60367,	0.0275338,	-0.22551,	0.22551,	4.45222e-08
0.05,	0.24,	0.17,	2.01408,	0.0120289,	-0.225162,	0.225161,	6.41354e-07
0.05,	0.25,	0.17,	7.94126,	0.0476617,	-0.226375,	0.226375,	4.73507e-08
0.05,	0.26,	0.17,	7.82641,	0.0469653,	-0.226337,	0.226337,	1.7758e-07
0.05,	0.27,	0.17,	8.10898,	0.0486793,	-0.226431,	0.226431,	4.06615e-08
0.05,	0.28,	0.17,	8,	0.05,	-0.28,	0.17,	0.619844
0.05,	0.29,	0.17,	7.70465,	0.0736062,	-0.199637,	0.00505258,	0.190026
0.05,	0.3,	0.17,	3.686,	0.0353557,	-0.188213,	0.00532428,	0.136712
0.05,	0.31,	0.17,	6.67559,	0.0401863,	-0.316082,	0.199043,	0.0253451
0.05,	0.32,	0.17,	7.93869,	0.0573096,	-0.226957,	0.226957,	1.80217e-08
0.05,	0.33,	0.17,	8,	0.05,	-0.33,	0.17,	0.259783
0.05,	0.34,	0.17,	8.16081,	0.0740171,	-0.228226,	0.228226,	2.0536e-08
0.05,	0.35,	0.17,	8,	0.05,	-0.35,	0.17,	0.613707
0.05,	0.36,	0.17,	9.27521,	-0.960477,	-5.17134,	2.52544,	0
0.05,	0.37,	0.17,	10.6061,	0.0217374,	-0.581007,	0.292405,	0.543989
0.05,	0.38,	0.17,	7.96047,	0.0721543,	-0.228068,	0.228068,	2.7548e-08
0.05,	0.39,	0.17,	8.61575,	0.0782608,	-0.228602,	0.228602,	1.12444e-07
0.05,	0.4,	0.17,	10.9951,	0.0772837,	-0.403359,	0.0025187,	0.0583957
0.05,	0.41,	0.17,	5.14736,	0.0941088,	-0.230204,	0.230204,	1.11365e-07
0.05,	0.42,	0.17,	8.68815,	0.0429491,	-0.479478,	0.00208608,	0.0271356
0.05,	0.43,	0.17,	4.55098,	0.0547193,	-0.22679,	0.22679,	4.16885e-07
0.05,	0.44,	0.17,	7.64509,	0.0931438,	-0.230098,	0.230098,	3.492e-07
0.05,	0.45,	0.17,	8.46279,	0.103604,	-0.231316,	0.231316,	5.56908e-08
0.05,	0.46,	0.17,	8,	0.05,	-0.46,	0.17,	0.430731
0.05,	0.47,	0.17,	5.55852,	0.0599097,	-0.278534,	0.368329,	0.136727
0.05,	0.48,	0.17,	8.04093,	0.0981876,	-0.230668,	0.230668,	9.27048e-09
0.05,	0.49,	0.17,	9.18998,	0.113048,	-0.232539,	0.232539,	5.86861e-08
0.05,	0.05,	0.18,	2.00943,	0.0134657,	-0.153091,	0.15235,	1.12151e-07
0.05,	0.06,	0.18,	7.79137,	0.0451004,	-0.00895325,	0.229869,	0.226927
