# x0 = y0, u0, v0, t, x, u, v, delta0.05,	0.05,	0.05,	2.2262,	0.0137983,	-0.0406399,	0.0452796,	1.86803e-07
0.29,	0.39,	0.21,	8,	0.29,	-0.39,	0.21,	0
0.29,	0.4,	0.21,	8,	0.29,	-0.4,	0.21,	0
0.29,	0.41,	0.21,	8,	0.29,	-0.41,	0.21,	0
0.29,	0.42,	0.21,	8,	0.29,	-0.42,	0.21,	0
0.29,	0.43,	0.21,	8,	0.29,	-0.43,	0.21,	0
0.29,	0.44,	0.21,	8,	0.29,	-0.44,	0.21,	0
0.29,	0.45,	0.21,	8,	0.29,	-0.45,	0.21,	0
0.29,	0.46,	0.21,	8,	0.29,	-0.46,	0.21,	0
0.29,	0.47,	0.21,	8,	0.29,	-0.47,	0.21,	0
0.29,	0.48,	0.21,	8,	0.29,	-0.48,	0.21,	0
0.29,	0.49,	0.21,	8,	0.29,	-0.49,	0.21,	0
0.29,	0.05,	0.22,	8,	0.29,	-0.05,	0.22,	0.87718
0.29,	0.06,	0.22,	7.9843,	0.271373,	-0.00422315,	0.237347,	0.838998
0.29,	0.07,	0.22,	7.78917,	0.145893,	-0.0859856,	0.330859,	3.32081e-07
0.29,	0.08,	0.22,	7.61197,	0.283633,	-0.303073,	0.150755,	0.765375
0.29,	0.09,	0.22,	7.61078,	0.183736,	-0.0827514,	0.225534,	1.07991e-07
0.29,	0.1,	0.22,	7.51673,	0.0992285,	-0.12857,	0.422747,	1.22227e-06
0.29,	0.11,	0.22,	3.72287,	0.139327,	-0.00695838,	0.143874,	0.443399
0.29,	0.12,	0.22,	8,	0.29,	-0.12,	0.22,	0.908729
0.29,	0.13,	0.22,	8,	0.29,	-0.13,	0.22,	0.910541
0.29,	0.14,	0.22,	8,	0.29,	-0.14,	0.22,	0.911457
0.29,	0.15,	0.22,	8,	0.29,	-0.15,	0.22,	0.911419
0.29,	0.16,	0.22,	8,	0.29,	-0.16,	0.22,	0.910383
0.29,	0.17,	0.22,	8,	0.29,	-0.17,	0.22,	0.908317
0.29,	0.18,	0.22,	8,	0.29,	-0.18,	0.22,	0.905205
0.29,	0.19,	0.22,	8,	0.29,	-0.19,	0.22,	0.901044
0.29,	0.2,	0.22,	8,	0.29,	-0.2,	0.22,	0.895841
0.29,	0.21,	0.22,	8,	0.29,	-0.21,	0.22,	0.889618
0.29,	0.22,	0.22,	8,	0.29,	-0.22,	0.22,	0.8824
0.29,	0.23,	0.22,	8,	0.29,	-0.23,	0.22,	0.874225
0.29,	0.24,	0.22,	8,	0.29,	-0.24,	0.22,	0.865134
0.29,	0.25,	0.22,	8,	0.29,	-0.25,	0.22,	0.855175
0.29,	0.26,	0.22,	8,	0.29,	-0.26,	0.22,	0.844406
0.29,	0.27,	0.22,	8,	0.29,	-0.27,	0.22,	0.832892
0.29,	0.28,	0.22,	8,	0.29,	-0.28,	0.22,	0.820715
0.29,	0.29,	0.22,	8,	0.29,	-0.29,	0.22,	0.807973
0.29,	0.3,	0.22,	8,	0.29,	-0.3,	0.22,	0.79479
0.29,	0.31,	0.22,	8,	0.29,	-0.31,	0.22,	0.781322
0.29,	0.32,	0.22,	8,	0.29,	-0.32,	0.22,	0.767767
0.29,	0.33,	0.22,	8,	0.29,	-0.33,	0.22,	0.754376
0.29,	0.34,	0.22,	8,	0.29,	-0.34,	0.22,	0.741459
0.29,	0.35,	0.22,	8,	0.29,	-0.35,	0.22,	0.729399
0.29,	0.36,	0.22,	8,	0.29,	-0.36,	0.22,	0.71865
0.29,	0.37,	0.22,	8,	0.29,	-0.37,	0.22,	0.709742
0.29,	0.38,	0.22,	8,	0.29,	-0.38,	0.22,	0
0.29,	0.39,	0.22,	8,	0.29,	-0.39,	0.22,	0
0.29,	0.4,	0.22,	8,	0.29,	-0.4,	0.22,	0
0.29,	0.41,	0.22,	8,	0.29,	-0.41,	0.22,	0
0.29,	0.42,	0.22,	8,	0.29,	-0.42,	0.22,	0
0.29,	0.43,	0.22,	8,	0.29,	-0.43,	0.22,	0
0.29,	0.44,	0.22,	8,	0.29,	-0.44,	0.22,	0
0.29,	0.45,	0.22,	8,	0.29,	-0.45,	0.22,	0
0.29,	0.46,	0.22,	8,	0.29,	-0.46,	0.22,	0
0.29,	0.47,	0.22,	8,	0.29,	-0.47,	0.22,	0
0.29,	0.48,	0.22,	8,	0.29,	-0.48,	0.22,	0
0.29,	0.49,	0.22,	8,	0.29,	-0.49,	0.22,	0
0.29,	0.05,	0.23,	7.99616,	0.273592,	-0.00424787,	0.237011,	0.841803
0.29,	0.06,	0.23,	7.53992,	0.26407,	-0.261725,	0.201925,	0.799797
0.29,	0.07,	0.23,	7.60209,	0.291891,	-0.318314,	0.157557,	0.706144
0.29,	0.08,	0.23,	7.94552,	0.258657,	-0.00365093,	0.276603,	0.853055
0.29,	0.09,	0.23,	7.94732,	0.248415,	-0.00322662,	0.311809,	0.869421
0.29,	0.1,	0.23,	8,	0.29,	-0.1,	0.23,	0.903329
0.29,	0.11,	0.23,	8,	0.29,	-0.11,	0.23,	0.905856
0.29,	0.12,	0.23,	8,	0.29,	-0.12,	0.23,	0.907595
0.29,	0.13,	0.23,	8,	0.29,	-0.13,	0.23,	0.908483
0.29,	0.14,	0.23,	8,	0.29,	-0.14,	0.23,	0.908465
0.29,	0.15,	0.23,	8,	0.29,	-0.15,	0.23,	0.907496
0.29,	0.16,	0.23,	8,	0.29,	-0.16,	0.23,	0.905542
0.29,	0.17,	0.23,	8,	0.29,	-0.17,	0.23,	0.902583
0.29,	0.18,	0.23,	8,	0.29,	-0.18,	0.23,	0.898608
0.29,	0.19,	0.23,	8,	0.29,	-0.19,	0.23,	0.89362
0.29,	0.2,	0.23,	8,	0.29,	-0.2,	0.23,	0.887631
0.29,	0.21,	0.23,	8,	0.29,	-0.21,	0.23,	0.880662
0.29,	0.22,	0.23,	8,	0.29,	-0.22,	0.23,	0.872743
0.29,	0.23,	0.23,	8,	0.29,	-0.23,	0.23,	0.863909
0.29,	0.24,	0.23,	8,	0.29,	-0.24,	0.23,	0.854203
0.29,	0.25,	0.23,	8,	0.29,	-0.25,	0.23,	0.843678
0.29,	0.26,	0.23,	8,	0.29,	-0.26,	0.23,	0.832395
0.29,	0.27,	0.23,	8,	0.29,	-0.27,	0.23,	0.820428
0.29,	0.28,	0.23,	8,	0.29,	-0.28,	0.23,	0.807872
0.29,	0.29,	0.23,	8,	0.29,	-0.29,	0.23,	0.794844
0.29,	0.3,	0.23,	8,	0.29,	-0.3,	0.23,	0.781492
0.29,	0.31,	0.23,	8,	0.29,	-0.31,	0.23,	0.768007
0.29,	0.32,	0.23,	8,	0.29,	-0.32,	0.23,	0.75463
0.29,	0.33,	0.23,	8,	0.29,	-0.33,	0.23,	0.741663
0.29,	0.34,	0.23,	8,	0.29,	-0.34,	0.23,	0.729475
0.29,	0.35,	0.23,	8,	0.29,	-0.35,	0.23,	0.718513
0.29,	0.36,	0.23,	8,	0.29,	-0.36,	0.23,	0.709293
0.29,	0.37,	0.23,	8,	0.29,	-0.37,	0.23,	0.702396
0.29,	0.38,	0.23,	8,	0.29,	-0.38,	0.23,	0
0.29,	0.39,	0.23,	8,	0.29,	-0.39,	0.23,	0
0.29,	0.4,	0.23,	8,	0.29,	-0.4,	0.23,	0
0.29,	0.41,	0.23,	8,	0.29,	-0.41,	0.23,	0
0.29,	0.42,	0.23,	8,	0.29,	-0.42,	0.23,	0
0.29,	0.43,	0.23,	8,	0.29,	-0.43,	0.23,	0
0.29,	0.44,	0.23,	8,	0.29,	-0.44,	0.23,	0
0.29,	0.45,	0.23,	8,	0.29,	-0.45,	0.23,	0
0.29,	0.46,	0.23,	8,	0.29,	-0.46,	0.23,	0
0.29,	0.47,	0.23,	8,	0.29,	-0.47,	0.23,	0
0.29,	0.48,	0.23,	8,	0.29,	-0.48,	0.23,	0
0.29,	0.49,	0.23,	8,	0.29,	-0.49,	0.23,	0
0.29,	0.05,	0.24,	7.32503,	0.311609,	-0.310863,	0.225728,	0.398327
0.29,	0.06,	0.24,	7.3159,	0.323942,	-0.361878,	0.206628,	0.296494
0.29,	0.07,	0.24,	6.95981,	0.25973,	-0.203048,	0.131267,	0.797709
0.29,	0.08,	0.24,	7.95957,	0.256049,	-0.00343377,	0.294486,	0.864911
0.29,	0.09,	0.24,	8,	0.29,	-0.09,	0.24,	0.900598
0.29,	0.1,	0.24,	8,	0.29,	-0.1,	0.24,	0.902978
0.29,	0.11,	0.24,	8,	0.29,	-0.11,	0.24,	0.904614
0.29,	0.12,	0.24,	8,	0.29,	-0.12,	0.24,	0.905445
0.29,	0.13,	0.24,	8,	0.29,	-0.13,	0.24,	0.90542
0.29,	0.14,	0.24,	8,	0.29,	-0.14,	0.24,	0.904493
0.29,	0.15,	0.24,	8,	0.29,	-0.15,	0.24,	0.902628
0.29,	0.16,	0.24,	8,	0.29,	-0.16,	0.24,	0.899801
0.29,	0.17,	0.24,	8,	0.29,	-0.17,	0.24,	0.895997
0.29,	0.18,	0.24,	8,	0.29,	-0.18,	0.24,	0.891211
0.29,	0.19,	0.24,	8,	0.29,	-0.19,	0.24,	0.885449
0.29,	0.2,	0.24,	8,	0.29,	-0.2,	0.24,	0.878725
0.29,	0.21,	0.24,	8,	0.29,	-0.21,	0.24,	0.871062
0.29,	0.22,	0.24,	8,	0.29,	-0.22,	0.24,	0.862488
0.29,	0.23,	0.24,	8,	0.29,	-0.23,	0.24,	0.853041
0.29,	0.24,	0.24,	8,	0.29,	-0.24,	0.24,	0.842768
0.29,	0.25,	0.24,	8,	0.29,	-0.25,	0.24,	0.831723
0.29,	0.26,	0.24,	8,	0.29,	-0.26,	0.24,	0.819976
0.29,	0.27,	0.24,	8,	0.29,	-0.27,	0.24,	0.807614
0.29,	0.28,	0.24,	8,	0.29,	-0.28,	0.24,	0.794747
0.29,	0.29,	0.24,	8,	0.29,	-0.29,	0.24,	0.781516
0.29,	0.3,	0.24,	8,	0.29,	-0.3,	0.24,	0.768103
0.29,	0.31,	0.24,	8,	0.29,	-0.31,	0.24,	0.754738
0.29,	0.32,	0.24,	8,	0.29,	-0.32,	0.24,	0.741712
0.29,	0.33,	0.24,	8,	0.29,	-0.33,	0.24,	0.729382
0.29,	0.34,	0.24,	8,	0.29,	-0.34,	0.24,	0.718181
0.29,	0.35,	0.24,	8,	0.29,	-0.35,	0.24,	0.708612
0.29,	0.36,	0.24,	8,	0.29,	-0.36,	0.24,	0.701244
0.29,	0.37,	0.24,	8,	0.29,	-0.37,	0.24,	0
0.29,	0.38,	0.24,	8,	0.29,	-0.38,	0.24,	0
0.29,	0.39,	0.24,	8,	0.29,	-0.39,	0.24,	0
0.29,	0.4,	0.24,	8,	0.29,	-0.4,	0.24,	0
0.29,	0.41,	0.24,	8,	0.29,	-0.41,	0.24,	0
0.29,	0.42,	0.24,	8,	0.29,	-0.42,	0.24,	0
0.29,	0.43,	0.24,	8,	0.29,	-0.43,	0.24,	0
0.29,	0.44,	0.24,	8,	0.29,	-0.44,	0.24,	0
0.29,	0.45,	0.24,	8,	0.29,	-0.45,	0.24,	0
0.29,	0.46,	0.24,	8,	0.29,	-0.46,	0.24,	0
0.29,	0.47,	0.24,	8,	0.29,	-0.47,	0.24,	0
0.29,	0.48,	0.24,	8,	0.29,	-0.48,	0.24,	0
0.29,	0.49,	0.24,	8,	0.29,	-0.49,	0.24,	0
0.29,	0.05,	0.25,	5.77244,	0.26067,	-0.393364,	0.20501,	0.343723
0.29,	0.06,	0.25,	6.92601,	0.300218,	-0.296048,	0.0522263,	0.635072
0.29,	0.07,	0.25,	7.92694,	0.243996,	-0.00374032,	0.27693,	0.82906
0.29,	0.08,	0.25,	8,	0.29,	-0.08,	0.25,	0.897842
0.29,	0.09,	0.25,	8,	0.29,	-0.09,	0.25,	0.900051
0.29,	0.1,	0.25,	8,	0.29,	-0.1,	0.25,	0.90156
0.29,	0.11,	0.25,	8,	0.29,	-0.11,	0.25,	0.902314
0.29,	0.12,	0.25,	8,	0.29,	-0.12,	0.25,	0.90226
0.29,	0.13,	0.25,	8,	0.29,	-0.13,	0.25,	0.901355
0.29,	0.14,	0.25,	8,	0.29,	-0.14,	0.25,	0.899562
0.29,	0.15,	0.25,	8,	0.29,	-0.15,	0.25,	0.896851
0.29,	0.16,	0.25,	8,	0.29,	-0.16,	0.25,	0.893204
0.29,	0.17,	0.25,	8,	0.29,	-0.17,	0.25,	0.888611
0.29,	0.18,	0.25,	8,	0.29,	-0.18,	0.25,	0.883069
0.29,	0.19,	0.25,	8,	0.29,	-0.19,	0.25,	0.876587
0.29,	0.2,	0.25,	8,	0.29,	-0.2,	0.25,	0.86918
0.29,	0.21,	0.25,	8,	0.29,	-0.21,	0.25,	0.860871
0.29,	0.22,	0.25,	8,	0.29,	-0.22,	0.25,	0.851689
0.29,	0.23,	0.25,	8,	0.29,	-0.23,	0.25,	0.841676
0.29,	0.24,	0.25,	8,	0.29,	-0.24,	0.25,	0.830879
0.29,	0.25,	0.25,	8,	0.29,	-0.25,	0.25,	0.819362
0.29,	0.26,	0.25,	8,	0.29,	-0.26,	0.25,	0.807205
0.29,	0.27,	0.25,	8,	0.29,	-0.27,	0.25,	0.794509
0.29,	0.28,	0.25,	8,	0.29,	-0.28,	0.25,	0.781408
0.29,	0.29,	0.25,	8,	0.29,	-0.29,	0.25,	0.768072
0.29,	0.3,	0.25,	8,	0.29,	-0.3,	0.25,	0.75472
0.29,	0.31,	0.25,	8,	0.29,	-0.31,	0.25,	0.74163
0.29,	0.32,	0.25,	6.99824,	0.318473,	-0.0551358,	0.253786,	0.671833
0.29,	0.33,	0.25,	8,	0.29,	-0.33,	0.25,	0.717683
0.29,	0.34,	0.25,	8,	0.29,	-0.34,	0.25,	0.707732
0.29,	0.35,	0.25,	8,	0.29,	-0.35,	0.25,	0.699846
0.29,	0.36,	0.25,	8,	0.29,	-0.36,	0.25,	0.69463
0.29,	0.37,	0.25,	8,	0.29,	-0.37,	0.25,	0
0.29,	0.38,	0.25,	8,	0.29,	-0.38,	0.25,	0
0.29,	0.39,	0.25,	8,	0.29,	-0.39,	0.25,	0
0.29,	0.4,	0.25,	8,	0.29,	-0.4,	0.25,	0
0.29,	0.41,	0.25,	8,	0.29,	-0.41,	0.25,	0
0.29,	0.42,	0.25,	8,	0.29,	-0.42,	0.25,	0
0.29,	0.43,	0.25,	8,	0.29,	-0.43,	0.25,	0
0.29,	0.44,	0.25,	8,	0.29,	-0.44,	0.25,	0
0.29,	0.45,	0.25,	8,	0.29,	-0.45,	0.25,	0
0.29,	0.46,	0.25,	8,	0.29,	-0.46,	0.25,	0
0.29,	0.47,	0.25,	8,	0.29,	-0.47,	0.25,	0
0.29,	0.48,	0.25,	8,	0.29,	-0.48,	0.25,	0
0.29,	0.49,	0.25,	8,	0.29,	-0.49,	0.25,	0
0.29,	0.05,	0.26,	7.42219,	0.292674,	-0.216741,	0.217859,	0.718069
0.29,	0.06,	0.26,	8,	0.29,	-0.06,	0.26,	0.892388
0.29,	0.07,	0.26,	8,	0.29,	-0.07,	0.26,	0.89501
0.29,	0.08,	0.26,	8,	0.29,	-0.08,	0.26,	0.897031
0.29,	0.09,	0.26,	8,	0.29,	-0.09,	0.26,	0.898398
0.29,	0.1,	0.26,	8,	0.29,	-0.1,	0.26,	0.899058
0.29,	0.11,	0.26,	8,	0.29,	-0.11,	0.26,	0.898962
0.29,	0.12,	0.26,	8,	0.29,	-0.12,	0.26,	0.898065
0.29,	0.13,	0.26,	8,	0.29,	-0.13,	0.26,	0.896329
0.29,	0.14,	0.26,	8,	0.29,	-0.14,	0.26,	0.893723
0.29,	0.15,	0.26,	8,	0.29,	-0.15,	0.26,	0.890223
0.29,	0.16,	0.26,	8,	0.29,	-0.16,	0.26,	0.885814
0.29,	0.17,	0.26,	8,	0.29,	-0.17,	0.26,	0.880489
0.29,	0.18,	0.26,	8,	0.29,	-0.18,	0.26,	0.874247
0.29,	0.19,	0.26,	8,	0.29,	-0.19,	0.26,	0.867098
0.29,	0.2,	0.26,	8,	0.29,	-0.2,	0.26,	0.859058
0.29,	0.21,	0.26,	8,	0.29,	-0.21,	0.26,	0.85015
0.29,	0.22,	0.26,	8,	0.29,	-0.22,	0.26,	0.840406
0.29,	0.23,	0.26,	8,	0.29,	-0.23,	0.26,	0.82987
0.29,	0.24,	0.26,	8,	0.29,	-0.24,	0.26,	0.818596
0.29,	0.25,	0.26,	8,	0.29,	-0.25,	0.26,	0.806656
0.29,	0.26,	0.26,	8,	0.29,	-0.26,	0.26,	0.794144
0.29,	0.27,	0.26,	8,	0.29,	-0.27,	0.26,	0.781183
0.29,	0.28,	0.26,	8,	0.29,	-0.28,	0.26,	0.767932
0.29,	0.29,	0.26,	8,	0.29,	-0.29,	0.26,	0.754597
0.29,	0.3,	0.26,	8,	0.29,	-0.3,	0.26,	0.741442
0.29,	0.31,	0.26,	8,	0.29,	-0.31,	0.26,	0.728794
0.29,	0.32,	0.26,	8,	0.29,	-0.32,	0.26,	0.717054
0.29,	0.33,	0.26,	8,	0.29,	-0.33,	0.26,	0.706693
0.29,	0.34,	0.26,	8,	0.29,	-0.34,	0.26,	0.69825
0.29,	0.35,	0.26,	8,	0.29,	-0.35,	0.26,	0.692316
0.29,	0.36,	0.26,	8,	0.29,	-0.36,	0.26,	0
0.29,	0.37,	0.26,	8,	0.29,	-0.37,	0.26,	0
0.29,	0.38,	0.26,	8,	0.29,	-0.38,	0.26,	0
0.29,	0.39,	0.26,	8,	0.29,	-0.39,	0.26,	0
0.29,	0.4,	0.26,	8,	0.29,	-0.4,	0.26,	0
0.29,	0.41,	0.26,	8,	0.29,	-0.41,	0.26,	0
0.29,	0.42,	0.26,	8,	0.29,	-0.42,	0.26,	0
0.29,	0.43,	0.26,	8,	0.29,	-0.43,	0.26,	0
0.29,	0.44,	0.26,	8,	0.29,	-0.44,	0.26,	0
0.29,	0.45,	0.26,	8,	0.29,	-0.45,	0.26,	0
0.29,	0.46,	0.26,	8,	0.29,	-0.46,	0.26,	0
0.29,	0.47,	0.26,	8,	0.29,	-0.47,	0.26,	0
0.29,	0.48,	0.26,	8,	0.29,	-0.48,	0.26,	0
0.29,	0.49,	0.26,	8,	0.29,	-0.49,	0.26,	0
0.29,	0.05,	0.27,	8,	0.29,	-0.05,	0.27,	0.889674
0.29,	0.06,	0.27,	8,	0.29,	-0.06,	0.27,	0.892056
0.29,	0.07,	0.27,	8,	0.29,	-0.07,	0.27,	0.89388
0.29,	0.08,	0.27,	8,	0.29,	-0.08,	0.27,	0.895097
0.29,	0.09,	0.27,	8,	0.29,	-0.09,	0.27,	0.895654
0.29,	0.1,	0.27,	8,	0.29,	-0.1,	0.27,	0.895506
0.29,	0.11,	0.27,	8,	0.29,	-0.11,	0.27,	0.894608
0.29,	0.12,	0.27,	8,	0.29,	-0.12,	0.27,	0.892921
0.29,	0.13,	0.27,	8,	0.29,	-0.13,	0.27,	0.890411
0.29,	0.14,	0.27,	8,	0.29,	-0.14,	0.27,	0.887051
0.29,	0.15,	0.27,	8,	0.29,	-0.15,	0.27,	0.882821
0.29,	0.16,	0.27,	8,	0.29,	-0.16,	0.27,	0.877709
0.29,	0.17,	0.27,	8,	0.29,	-0.17,	0.27,	0.871708
0.29,	0.18,	0.27,	8,	0.29,	-0.18,	0.27,	0.864821
0.29,	0.19,	0.27,	8,	0.29,	-0.19,	0.27,	0.857056
0.29,	0.2,	0.27,	8,	0.29,	-0.2,	0.27,	0.84843
0.29,	0.21,	0.27,	8,	0.29,	-0.21,	0.27,	0.838968
0.29,	0.22,	0.27,	8,	0.29,	-0.22,	0.27,	0.828705
0.29,	0.23,	0.27,	8,	0.29,	-0.23,	0.27,	0.817688
0.29,	0.24,	0.27,	2.08368,	-0.0108904,	-0.204759,	0.0612832,	1.46478e-07
0.29,	0.25,	0.27,	2.52109,	-0.011944,	-0.324461,	0.108415,	3.12431e-07
0.29,	0.26,	0.27,	2.00174,	-0.0212849,	-0.0499719,	0.0832079,	0.109048
0.29,	0.27,	0.27,	8,	0.29,	-0.27,	0.27,	0.767706
0.29,	0.28,	0.27,	8,	0.29,	-0.28,	0.27,	0.754397
0.29,	0.29,	0.27,	8,	0.29,	-0.29,	0.27,	0.74118
0.29,	0.3,	0.27,	8,	0.29,	-0.3,	0.27,	0.728367
0.29,	0.31,	0.27,	8,	0.29,	-0.31,	0.27,	0.716337
0.29,	0.32,	0.27,	8,	0.29,	-0.32,	0.27,	0.705545
0.29,	0.33,	0.27,	8,	0.29,	-0.33,	0.27,	0.696512
0.29,	0.34,	0.27,	8,	0.29,	-0.34,	0.27,	0.689813
0.29,	0.35,	0.27,	8,	0.29,	-0.35,	0.27,	0.686054
0.29,	0.36,	0.27,	8,	0.29,	-0.36,	0.27,	0
0.29,	0.37,	0.27,	8,	0.29,	-0.37,	0.27,	0
0.29,	0.38,	0.27,	8,	0.29,	-0.38,	0.27,	0
0.29,	0.39,	0.27,	8,	0.29,	-0.39,	0.27,	0
0.29,	0.4,	0.27,	8,	0.29,	-0.4,	0.27,	0
0.29,	0.41,	0.27,	8,	0.29,	-0.41,	0.27,	0
0.29,	0.42,	0.27,	8,	0.29,	-0.42,	0.27,	0
0.29,	0.43,	0.27,	8,	0.29,	-0.43,	0.27,	0
0.29,	0.44,	0.27,	8,	0.29,	-0.44,	0.27,	0
0.29,	0.45,	0.27,	8,	0.29,	-0.45,	0.27,	0
0.29,	0.46,	0.27,	8,	0.29,	-0.46,	0.27,	0
0.29,	0.47,	0.27,	8,	0.29,	-0.47,	0.27,	0
0.29,	0.48,	0.27,	8,	0.29,	-0.48,	0.27,	0
0.29,	0.49,	0.27,	8,	0.29,	-0.49,	0.27,	0
0.29,	0.05,	0.28,	8,	0.29,	-0.05,	0.28,	0.888944
0.29,	0.06,	0.28,	8,	0.29,	-0.06,	0.28,	0.890569
0.29,	0.07,	0.28,	8,	0.29,	-0.07,	0.28,	0.891632
0.29,	0.08,	0.28,	8,	0.29,	-0.08,	0.28,	0.892085
0.29,	0.09,	0.28,	8,	0.29,	-0.09,	0.28,	0.891881
0.29,	0.1,	0.28,	8,	0.29,	-0.1,	0.28,	0.890977
0.29,	0.11,	0.28,	8,	0.29,	-0.11,	0.28,	0.889333
0.29,	0.12,	0.28,	8,	0.29,	-0.12,	0.28,	0.886915
0.29,	0.13,	0.28,	8,	0.29,	-0.13,	0.28,	0.883691
0.29,	0.14,	0.28,	8,	0.29,	-0.14,	0.28,	0.879639
0.29,	0.15,	0.28,	8,	0.29,	-0.15,	0.28,	0.874739
0.29,	0.16,	0.28,	8,	0.29,	-0.16,	0.28,	0.868981
0.29,	0.17,	0.28,	8,	0.29,	-0.17,	0.28,	0.86236
0.29,	0.18,	0.28,	8,	0.29,	-0.18,	0.28,	0.854878
0.29,	0.19,	0.28,	8,	0.29,	-0.19,	0.28,	0.846544
0.29,	0.2,	0.28,	8,	0.29,	-0.2,	0.28,	0.837375
0.29,	0.21,	0.28,	8,	0.29,	-0.21,	0.28,	0.8274
0.29,	0.22,	0.28,	8,	0.29,	-0.22,	0.28,	0.816656
0.29,	0.23,	0.28,	8,	0.29,	-0.23,	0.28,	0.805199
0.29,	0.24,	0.28,	8,	0.29,	-0.24,	0.28,	0.793102
0.29,	0.25,	0.28,	8,	0.29,	-0.25,	0.28,	0.780465
0.29,	0.26,	0.28,	8,	0.29,	-0.26,	0.28,	0.767423
0.29,	0.27,	0.28,	8,	0.29,	-0.27,	0.28,	0.754153
0.29,	0.28,	0.28,	8,	0.29,	-0.28,	0.28,	0.740884
0.29,	0.29,	0.28,	6.56148,	0.287441,	-0.0917048,	0.244514,	0.601498
0.29,	0.3,	0.28,	18.8649,	0.524998,	-4.43993,	0.0490088,	0
0.29,	0.31,	0.28,	8,	0.29,	-0.31,	0.28,	0.704349
0.29,	0.32,	0.28,	8,	0.29,	-0.32,	0.28,	0.6947
0.29,	0.33,	0.28,	8,	0.29,	-0.33,	0.28,	0.687198
0.29,	0.34,	0.28,	8,	0.29,	-0.34,	0.28,	0.682439
0.29,	0.35,	0.28,	8,	0.29,	-0.35,	0.28,	0
0.29,	0.36,	0.28,	8,	0.29,	-0.36,	0.28,	0
0.29,	0.37,	0.28,	8,	0.29,	-0.37,	0.28,	0
0.29,	0.38,	0.28,	8,	0.29,	-0.38,	0.28,	0
0.29,	0.39,	0.28,	8,	0.29,	-0.39,	0.28,	0
0.29,	0.4,	0.28,	8,	0.29,	-0.4,	0.28,	0
0.29,	0.41,	0.28,	8,	0.29,	-0.41,	0.28,	0
0.29,	0.42,	0.28,	8,	0.29,	-0.42,	0.28,	0
0.29,	0.43,	0.28,	8,	0.29,	-0.43,	0.28,	0
0.29,	0.44,	0.28,	8,	0.29,	-0.44,	0.28,	0
0.29,	0.45,	0.28,	8,	0.29,	-0.45,	0.28,	0
0.29,	0.46,	0.28,	8,	0.29,	-0.46,	0.28,	0
0.29,	0.47,	0.28,	8,	0.29,	-0.47,	0.28,	0
0.29,	0.48,	0.28,	8,	0.29,	-0.48,	0.28,	0
0.29,	0.49,	0.28,	8,	0.29,	-0.49,	0.28,	0
0.29,	0.05,	0.29,	8,	0.29,	-0.05,	0.29,	0.887082
0.29,	0.06,	0.29,	8,	0.29,	-0.06,	0.29,	0.887996
0.29,	0.07,	0.29,	8,	0.29,	-0.07,	0.29,	0.888345
0.29,	0.08,	0.29,	8,	0.29,	-0.08,	0.29,	0.888087
0.29,	0.09,	0.29,	8,	0.29,	-0.09,	0.29,	0.887177
0.29,	0.1,	0.29,	8,	0.29,	-0.1,	0.29,	0.885577
0.29,	0.11,	0.29,	8,	0.29,	-0.11,	0.29,	0.883249
0.29,	0.12,	0.29,	8,	0.29,	-0.12,	0.29,	0.880161
0.29,	0.13,	0.29,	8,	0.29,	-0.13,	0.29,	0.876285
0.29,	0.14,	0.29,	8,	0.29,	-0.14,	0.29,	0.871599
0.29,	0.15,	0.29,	8,	0.29,	-0.15,	0.29,	0.866087
0.29,	0.16,	0.29,	8,	0.29,	-0.16,	0.29,	0.859737
0.29,	0.17,	0.29,	8,	0.29,	-0.17,	0.29,	0.852545
0.29,	0.18,	0.29,	8,	0.29,	-0.18,	0.29,	0.844513
0.29,	0.19,	0.29,	8,	0.29,	-0.19,	0.29,	0.835652
0.29,	0.2,	0.29,	8,	0.29,	-0.2,	0.29,	0.825979
0.29,	0.21,	0.29,	8,	0.29,	-0.21,	0.29,	0.815526
0.29,	0.22,	0.29,	8,	0.29,	-0.22,	0.29,	0.804338
0.29,	0.23,	0.29,	8,	0.29,	-0.23,	0.29,	0.792476
0.29,	0.24,	0.29,	8,	0.29,	-0.24,	0.29,	0.78003
0.29,	0.25,	0.29,	8,	0.29,	-0.25,	0.29,	0.76712
0.29,	0.26,	0.29,	8,	0.29,	-0.26,	0.29,	0.753906
0.29,	0.27,	0.29,	8,	0.29,	-0.27,	0.29,	0.740599
0.29,	0.28,	0.29,	6.00489,	0.0687476,	-0.236808,	0.367977,	0.389642
0.29,	0.29,	0.29,	82.4229,	2.53347,	-21.0941,	0.44741,	0
0.29,	0.3,	0.29,	8,	0.29,	-0.3,	0.29,	0.703172
0.29,	0.31,	0.29,	8,	0.29,	-0.31,	0.29,	0.692893
0.29,	0.32,	0.29,	8,	0.29,	-0.32,	0.29,	0.684562
0.29,	0.33,	0.29,	8,	0.29,	-0.33,	0.29,	0.67876
0.29,	0.34,	0.29,	8,	0.29,	-0.34,	0.29,	0
0.29,	0.35,	0.29,	8,	0.29,	-0.35,	0.29,	0
0.29,	0.36,	0.29,	8,	0.29,	-0.36,	0.29,	0
0.29,	0.37,	0.29,	8,	0.29,	-0.37,	0.29,	0
0.29,	0.38,	0.29,	8,	0.29,	-0.38,	0.29,	0
